timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
2018/09/11 11:41:05,1826,Login,200,OK,Thread Group 1-1,text,true,,12628,1744,4,4,1568,0,1177
2018/09/11 11:41:05,2037,Login,200,OK,Thread Group 1-2,text,true,,66355,1698,5,5,1159,0,768
2018/09/11 11:41:05,1713,Login,200,OK,Thread Group 1-3,text,true,,66349,1698,6,6,928,0,611
2018/09/11 11:41:06,945,Index Page,200,OK,Thread Group 1-1,text,true,,79579,334,6,6,381,0,0
2018/09/11 11:41:07,817,Index Page,200,OK,Thread Group 1-3,text,true,,79570,334,7,7,398,0,0
2018/09/11 11:41:06,2272,Login,200,OK,Thread Group 1-4,text,true,,66348,1698,8,8,1486,0,1165
2018/09/11 11:41:07,1747,Login,200,OK,Thread Group 1-5,text,true,,66358,1698,8,8,947,0,614
2018/09/11 11:41:07,1323,Index Page,200,OK,Thread Group 1-2,text,true,,81979,334,8,8,757,0,287
2018/09/11 11:41:08,1005,Load Initial Calendar,200,OK,Thread Group 1-1,text,true,,55366,1032,8,8,585,0,283
2018/09/11 11:41:09,236,Index Page Lazy Load,200,OK,Thread Group 1-1,text,true,,7467,763,9,9,236,0,0
2018/09/11 11:41:07,1729,Login,200,OK,Thread Group 1-6,text,true,,66360,1698,9,9,929,0,615
2018/09/11 11:41:08,587,Load Initial Calendar,200,OK,Thread Group 1-2,text,true,,55366,1032,9,9,160,0,0
2018/09/11 11:41:09,197,Generate Daily report,200,OK,Thread Group 1-1,text,true,,11282,1082,9,9,197,0,0
2018/09/11 11:41:08,1007,Load Initial Calendar,200,OK,Thread Group 1-3,text,true,,55366,1032,9,9,586,0,284
2018/09/11 11:41:08,805,Index Page,200,OK,Thread Group 1-5,text,true,,79579,334,10,10,384,0,0
2018/09/11 11:41:09,258,Index Page Lazy Load,200,OK,Thread Group 1-2,text,true,,7469,763,10,10,258,0,0
2018/09/11 11:41:08,1724,Login,200,OK,Thread Group 1-7,text,true,,66350,1698,10,10,929,0,612
2018/09/11 11:41:09,239,Index Page Lazy Load,200,OK,Thread Group 1-3,text,true,,7469,763,10,10,239,0,0
2018/09/11 11:41:09,201,Generate Daily report,200,OK,Thread Group 1-3,text,true,,13786,1082,10,10,200,0,0
2018/09/11 11:41:08,1216,Index Page,200,OK,Thread Group 1-4,text,true,,82301,334,10,10,651,0,287
2018/09/11 11:41:09,824,Index Page,200,OK,Thread Group 1-6,text,true,,79579,334,11,11,401,0,0
